best_part,sum_veloc,mean_fit,best_fit
1102.4209127639804,537.3186064797937,27328.859264028077,722.4586425562029
1420.762681331024,2085.01152153903,27321.19430604904,722.4586425562029
1183.9398704794125,2147.2631247185122,27321.19430604904,722.4586425562029
995.6455950738848,-1852.1812945571683,27318.47610539612,722.4586425562029
1011.8967805536893,1356.2314136504351,27318.47610539612,722.4586425562029
971.2876433618987,1678.6378571943585,27303.228707410653,722.4586425562029
1057.8848483800025,1183.6296233009139,27280.892577306673,722.4586425562029
991.8512696820616,1331.9928611049609,27185.790601221717,722.4586425562029
985.5934076079441,1559.0283531428386,27185.790601221717,722.4586425562029
1000.1370985236293,1544.8024486232782,27185.790601221717,722.4586425562029
928.988407401542,536.6307006738408,27185.790601221717,722.4586425562029
980.1641005380262,-728.898846970214,27185.790601221717,722.4586425562029
920.3587112644897,171.88369829128214,27185.790601221717,722.4586425562029
917.3163438244403,1317.1999292288945,27094.716112800394,722.4586425562029
927.9005204982027,465.83032905692073,27094.716112800394,722.4586425562029
943.1675711083801,-1243.2946037230358,27094.716112800394,722.4586425562029
989.549504500671,394.32540532799936,27094.716112800394,722.4586425562029
982.5993800083722,1820.0993815023014,27094.716112800394,722.4586425562029
979.2474643310125,59.535545910528484,26992.558573038663,722.4586425562029
922.2835297997937,256.29434157626986,26992.558573038663,722.4586425562029
931.9570611379733,420.72708321246864,26992.558573038663,722.4586425562029
962.1816216666583,378.9613240640762,26992.558573038663,722.4586425562029
916.3191141378251,1065.5687422681153,26992.558573038663,722.4586425562029
929.6236361474018,257.238819422391,26992.558573038663,722.4586425562029
868.1175256121992,1537.9152330468132,26992.558573038663,722.4586425562029
922.1995631141918,689.1544506521639,26984.11559521579,722.4586425562029
928.6543172839363,519.1240207046551,26961.511356219,722.4586425562029
834.4956022450258,1824.2866843552222,26961.511356219,722.4586425562029
923.978933874614,591.42477796049,26915.899518810507,722.4586425562029
926.1668218401032,591.7676944689682,26915.899518810507,722.4586425562029
925.1978494818857,640.3945985552904,26915.899518810507,722.4586425562029
927.0574033696772,529.9917891078957,26915.899518810507,722.4586425562029
854.215642457689,-358.43140435546314,26915.899518810507,722.4586425562029
920.653856216234,663.1992179651371,26915.899518810507,722.4586425562029
929.277094351078,516.203412590651,26915.899518810507,722.4586425562029
926.8831137502101,638.8971140199654,26915.899518810507,722.4586425562029
924.0219401957683,602.2857697621989,26915.899518810507,722.4586425562029
926.2929202722188,578.445983563876,26915.899518810507,722.4586425562029
926.9326317189153,620.0040167811653,26908.534442437365,722.4586425562029
925.8160575343106,599.6959594341859,26908.534442437365,722.4586425562029
925.6122858726561,593.1250216049999,26908.534442437365,722.4586425562029
656.3864905480709,-1939.518690849419,26790.843574429975,656.3864905480709
653.9884839979758,-775.8074763397675,26788.445567879877,653.9884839979758
666.2378522054175,-310.32299053590697,26788.445567879877,653.9884839979758
654.3637457349166,31.282677298285293,26788.445567879877,653.9884839979758
653.3380468513926,7.71793399008265,26787.795130733295,653.3380468513926
653.7241478009829,3.0871735960330575,26787.795130733295,653.3380468513926
652.5048676759279,-52.16416939736552,26786.96195155783,652.5048676759279
652.3678186511661,-20.86566775894621,26786.82490253307,652.3678186511661
