best_part,omg,f,sum_veloc,c2,c1,mean_fit,best_fit
127872.13239518578,0.4,0.0,62.9323941120352,1.1176068429956136,2.728381643227353,2941216.6341164233,67200.9146279397
143343.1342008697,0.5050117976331583,0.16365883464543782,-365.31482531017997,0.13200099325390613,3.5477088111701813,2941216.6341164233,67200.9146279397
149434.56667286187,0.5484716277598592,0.23075478795467347,-57.043857878623506,2.5,1.5,2941216.6341164233,67200.9146279397
132863.5538883751,0.4,0.0,12.178802613036211,2.5,1.5,2941216.6341164233,67200.9146279397
141278.65251863725,0.4,0.0,-111.37951438321747,2.5,1.5,2941216.6341164233,67200.9146279397
145049.4420424985,0.4006918490416412,0.0011084136829882046,-26.136376825493222,1.5455562613155358,1.6699445814606482,2941195.6015580185,67200.9146279397
117864.22841214153,0.4885206823360666,0.1382845258660884,59.43468901379405,1.3099089952862186,2.3547488945956685,2927885.8827016484,67200.9146279397
112762.1827382396,0.4149567222658115,0.02382827525990629,203.4148955940917,0.3818737998391971,3.2022654507964816,2913002.223631362,67200.9146279397
124207.45805614651,0.42375871916177693,0.037731876713138435,181.931649114256,-0.030871805125645913,3.8152268558734677,2899281.3034696695,67200.9146279397
121252.64120681651,0.4345695893782876,0.05470537300752938,46.034380774982026,-0.12426181538011016,3.9903781252948853,2899281.3034696695,67200.9146279397
101096.251740379,0.6006833537854112,0.31299166789526406,114.63671424200285,2.5,1.5,2899281.3034696695,67200.9146279397
122414.45825320152,0.7137528975298093,0.5073640370054728,95.55848706661799,2.5,1.5,2898833.7780214935,67200.9146279397
115517.03438837935,0.7553108851261624,0.5894638673383508,-23.81096782484142,2.5,1.5,2898833.7780214935,67200.9146279397
124639.91201169664,0.7335430052392174,0.5454378746441743,131.42185412655266,2.5,1.5,2898833.7780214935,67200.9146279397
116688.15088148633,0.6595226132798172,0.41024332953718234,294.1985127537414,2.5,1.5,2898833.7780214935,67200.9146279397
112171.60092361711,0.7133804826500497,0.5066632345204549,12.385639085137285,2.5,1.5,2898833.7780214935,67200.9146279397
110207.14976519263,0.7050458215524907,0.4911184180536735,434.61899941082714,2.5,1.5,2898833.7780214935,67200.9146279397
112347.69252793331,0.6566063960403884,0.4052586660067294,506.85329071787964,2.219461323567557,1.5999083898464723,2898833.7780214935,67200.9146279397
108669.40678592336,0.7365826486457966,0.5514411131363423,204.67297542175237,2.5,1.5,2898833.7780214935,67200.9146279397
92009.29797102815,0.7608575984920161,0.6010969721391,95.10493498987297,2.5,1.5,2898833.7780214935,67200.9146279397
106698.90811456079,0.6975473998748117,0.4773503865047625,62.50789690670258,2.5,1.5,2896433.1089077448,67200.9146279397
98962.31833999748,0.7170551122277337,0.5136021826774322,81.9193814878442,2.5,1.5,2896433.1089077448,67200.9146279397
101473.21394659844,0.6465056010986763,0.38814589595743015,-118.67365820021267,2.1454340287503553,1.5935095275202937,2889129.114878603,67200.9146279397
88413.6542256691,0.7669404211620746,0.6140692710220294,39.48179372500813,2.5,1.5,2887082.758708757,67200.9146279397
85483.01561725399,0.7037185449374584,0.4886668176788784,-97.80011441819387,2.3578093486126366,1.6404357253187891,2887082.758708757,67200.9146279397
105563.82538349458,0.7858640134217681,0.6560144654412163,99.46072639157958,2.5,1.5,2877057.862163681,67200.9146279397
87229.78114799378,0.8192270451185826,0.7371478942204208,23.336843877057706,2.5,1.5,2877057.862163681,67200.9146279397
94660.03547103409,0.7369642947112987,0.5521979876195591,242.5256573039131,2.5,1.5,2877057.862163681,67200.9146279397
92405.52628972389,0.7538545516514468,0.5864392078956645,12.787395166455827,2.5,1.5,2873725.9796733786,67200.9146279397
100059.44557561088,0.7486622958822962,0.5757521719433466,173.6511648891102,2.5,1.5,2873725.9796733786,67200.9146279397
90630.70367105404,0.8891394314425394,0.956709961348191,-19.163021418446363,2.5,1.5,2873725.9796733786,67200.9146279397
95127.47676980757,0.8997576677370756,1.0,244.6758269282827,2.696069974693545,0.7177146645064902,2873725.9796733786,67200.9146279397
104837.53265243863,0.8970298991032666,0.9885060147736799,399.5866479117634,3.5108980821125737,0.11384020087524105,2873725.9796733786,67200.9146279397
87009.85720189496,0.8660443980614099,0.8738049488818607,-40.029606917531396,2.5,1.5,2873725.9796733786,67200.9146279397
90148.61270784277,0.8854397949924591,0.9424804155550018,-30.765545855348833,2.7563720639438616,0.7446157320317495,2873725.9796733786,67200.9146279397
85558.33678328947,0.8776687107404667,0.913846714509002,105.90234019062508,2.970061288375983,0.5698181983951585,2873725.9796733786,67200.9146279397
101890.526763629,0.8686036497695935,0.882359115561059,230.32832169658974,2.5,1.5,2873725.9796733786,67200.9146279397
99483.28711152927,0.8175391737761503,0.7327801652193031,221.74963341336212,2.5,1.5,2873725.9796733786,67200.9146279397
103216.6136224843,0.7296233333903883,0.5377605688877085,87.72444373931529,2.5,1.5,2873725.9796733786,67200.9146279397
88409.04419622695,0.8050822262173302,0.7014737415209084,54.631843718249954,2.5,1.5,2873725.9796733786,67200.9146279397
92712.90198836169,0.8167091185751105,0.7306437294905964,212.58789865413797,2.5,1.5,2873725.9796733786,67200.9146279397
97138.64483807246,0.7502207086228445,0.578944175410769,196.3448590067433,2.5,1.5,2873725.9796733786,67200.9146279397
102694.48529597164,0.8527151261218687,0.8313546168505123,-205.15354255621978,2.5,1.5,2873725.9796733786,67200.9146279397
85171.34613901349,0.7846875465813452,0.6533309507530788,-499.36965403162327,2.5,1.5,2873725.9796733786,67200.9146279397
113285.61006290987,0.6588910172432141,0.409162011240584,-20.275522491381892,2.5,1.5,2873725.9796733786,67200.9146279397
94219.52592588222,0.7275707513660077,0.5337682356964383,300.7537306912286,2.5,1.5,2873725.9796733786,67200.9146279397
113040.34699068744,0.7916790019642871,0.6694388335881589,56.02849929324662,2.5,1.5,2873725.9796733786,67200.9146279397
104973.35497828978,0.8029215633762731,0.6962001280218619,-188.26663723914072,2.5,1.5,2873725.9796733786,67200.9146279397
87119.70447457656,0.8806185550735924,0.9245253407293522,350.7745702577212,2.5801550116678356,0.6201496018895118,2873725.9796733786,67200.9146279397
111170.9219442416,0.7875161491945344,0.6598011524016704,-111.3919583384014,2.788916551038387,0.9670123461477511,2873725.9796733786,67200.9146279397
98978.52842905276,0.8327990715583931,0.7734850988651022,15.794580193150889,3.0918166480485736,0.4357449718898654,2873725.9796733786,67200.9146279397
114826.66925282642,0.8619648905115374,0.8604506070367167,-115.3986952202269,2.5,1.5,2873725.9796733786,67200.9146279397
115661.29292635106,0.8316257101842538,0.7702531397278065,63.86494179030956,2.5,1.5,2873725.9796733786,67200.9146279397
124761.11720251107,0.7802420558193763,0.6432856233535159,-251.36567918183346,2.5,1.5,2873725.9796733786,67200.9146279397
117178.20105843154,0.7909929856928667,0.6678409213506865,-192.679849992735,2.5,1.5,2873725.9796733786,67200.9146279397
126622.24458453881,0.797478144007383,0.6831045096953955,-115.69929691173542,2.5,1.5,2873725.9796733786,67200.9146279397
122166.31187856414,0.6195659234033368,0.34352742684062443,-47.90402495823663,2.5,1.5,2873725.9796733786,67200.9146279397
111369.51692081692,0.7941817320069352,0.67530147675688,-16.615416104901207,2.5,1.5,2873725.9796733786,67200.9146279397
127002.40543843702,0.6851932769332567,0.45507968835953716,302.6253879665633,2.341251679246299,1.6336338515071553,2873725.9796733786,67200.9146279397
126776.6812764958,0.6489568232341174,0.3922777183941636,213.5579711792622,1.8523633581089227,2.0316244276401676,2873725.9796733786,67200.9146279397
126902.22066897771,0.5804622247827737,0.2808216398057644,276.35446666892716,1.4463289985255785,2.525877247175831,2873725.9796733786,67200.9146279397
114918.72863760068,0.5047279530528739,0.16322210923506578,94.05361107431422,2.5,1.5,2873725.9796733786,67200.9146279397
114743.16784737643,0.5608149494194685,0.2499750957721464,185.74315459162472,2.5,1.5,2873725.9796733786,67200.9146279397
101912.71874183377,0.634235310418057,0.36765190144894494,-129.34866919025816,2.1080066220954587,1.8818286324926552,2873725.9796733786,67200.9146279397
104260.59223466109,0.6218228568927899,0.34721447918790893,340.67029101091975,1.6628273750942215,1.992043177035138,2873725.9796733786,67200.9146279397
107015.98801510222,0.670000469803781,0.4283278041849662,99.34452928870493,1.6462085576754202,2.0864326571322764,2873725.9796733786,67200.9146279397
111364.18044618379,0.6044289544622727,0.31900724525938906,14.42478822962498,1.1853025668219166,2.114374298380625,2873725.9796733786,67200.9146279397
106686.4560008225,0.6391077573319034,0.37575337137737636,134.97862271025764,1.1673027932586235,2.2026369954322624,2873725.9796733786,67200.9146279397
99738.47916354044,0.511683136575324,0.17392544701960666,290.885829849269,0.35154735523855285,2.2582657287799193,2873725.9796733786,67200.9146279397
99949.77226115519,0.6866748399733098,0.45772480107387564,-130.4502104649541,0.2960410601691278,2.381082347175794,2854222.528099135,67200.9146279397
78979.89081711732,0.6581661865813173,0.40792226055852365,-182.53630605002576,0.07799417232873118,2.6702013264999733,2849864.3861533874,67200.9146279397
99327.83218962136,0.6764038860552344,0.4395228053961885,54.5121174738035,0.05932195427606257,3.118595963234156,2849864.3861533874,67200.9146279397
114042.6194070402,0.6589617056748522,0.40928298466165663,68.4737392228852,-0.15628693462247817,3.2027839820202386,2848469.4253825764,67200.9146279397
90228.59550472166,0.651638568813051,0.3968133222487653,136.37354793785153,-0.3313640412180026,3.358281819870203,2840096.1682521924,67200.9146279397
95930.24726535959,0.8412673128028698,0.7973665361194087,276.34953737760577,0.0632174152555402,3.0748503498673623,2840096.1682521924,67200.9146279397
93495.67256452763,0.6960873718619732,0.47469232392006644,255.0518868481712,-0.3108285570421882,3.561321316118805,2840096.1682521924,67200.9146279397
94238.22282038291,0.6981786679721961,0.47850189343197286,89.91029821854467,-0.6842091564479851,3.6384061439122872,2840096.1682521924,67200.9146279397
88528.89021188565,0.7530100995165409,0.5846908850498467,443.50038552699704,-0.2740916595734258,3.7309584604727597,2840096.1682521924,67200.9146279397
88730.79528983832,0.7168182389289083,0.513153252935164,-9.530955610931755,2.5,1.5,2840096.1682521924,67200.9146279397
84290.36495629535,0.7540105610840728,0.5867626457638871,438.948901576364,2.5,1.5,2840096.1682521924,67200.9146279397
96888.10654483872,0.6820366328089978,0.4494662691051596,250.28129419104908,2.1127506248012895,1.8249264131349316,2812796.371783161,67200.9146279397
88473.39277212996,0.7533116296542968,0.5853146998271417,362.389564320528,2.5,1.5,2812796.371783161,67200.9146279397
93670.08572234587,0.7580700936363405,0.595228046236305,79.17339394438861,2.5,1.5,2812796.371783161,67200.9146279397
93810.29719225479,0.7155523266072825,0.510757894427147,275.71119224850787,2.5,1.5,2812796.371783161,67200.9146279397
98007.37330077545,0.8024944133416102,0.6951627425773012,302.8306065311517,2.5,1.5,2812796.371783161,67200.9146279397
88313.08151610073,0.7620762623089818,0.6036775185015762,-45.74274178134354,2.5,1.5,2812796.371783161,67200.9146279397
94602.8828709228,0.8068178123356275,0.7057420271266175,158.6055525128231,2.5,1.5,2812796.371783161,67200.9146279397
86222.68221660319,0.8221288243002363,0.7447317904603934,114.88787524704246,2.5,1.5,2812796.371783161,67200.9146279397
94073.56686609438,0.8395794739785247,0.7925259974669848,212.39346734105604,2.786075636096609,0.7816500742234449,2812796.371783161,67200.9146279397
86569.13246461943,0.7195268444027658,0.5183003558190494,309.0364736604076,2.5,1.5,2812796.371783161,67200.9146279397
85727.70014100047,0.6970149231821111,0.47638014475399254,51.494941947401394,2.1363024280639613,1.5079912178523422,2812796.371783161,67200.9146279397
87283.59552856442,0.6472366782620287,0.38937684194931954,433.9767607099695,1.7833499231742702,1.8214329188363156,2812796.371783161,67200.9146279397
85861.10650288843,0.8096616552969543,0.7127993495847852,-63.91465166006211,2.5,1.5,2812796.371783161,67200.9146279397
92315.20463310339,0.7189699077280599,0.5172395609485984,212.15769292529276,2.5,1.5,2812796.371783161,67200.9146279397
85774.9093764558,0.8161106659228174,0.7291080547863921,61.58740596073931,2.5,1.5,2812796.371783161,67200.9146279397
96254.88542865668,0.7677925465344634,0.6159051980704154,191.9863087312016,2.5,1.5,2812796.371783161,67200.9146279397
82594.55051625281,0.8146464010269019,0.7253668910963694,-1.0159065605437028,2.5,1.5,2812796.371783161,67200.9146279397
83795.40029446574,0.7322418097108774,0.5428813886456935,59.083275785778234,2.5,1.5,2812796.371783161,67200.9146279397
95839.85583644001,0.8130306006942175,0.7212649587653298,185.10295675222164,2.5,1.5,2812796.371783161,67200.9146279397
89575.80936679503,0.6968799214298881,0.47613430729165324,-1.835779988407423,2.19180321895126,1.767335293842943,2812796.371783161,67200.9146279397
101934.98859966612,0.7945573633884796,0.6761859375771765,21.723793714197555,2.5,1.5,2812796.371783161,67200.9146279397
93984.20056879414,0.6996183624142399,0.48113319478866656,245.70776206443077,2.3274926704077386,1.6720676695524779,2812796.371783161,67200.9146279397
87599.11733904805,0.84159220520666,0.7983030770965437,155.99396766241895,2.5,1.5,2812796.371783161,67200.9146279397
88964.41130496419,0.8236044725365782,0.7486256634551339,27.35993703888756,2.5,1.5,2812796.371783161,67200.9146279397
102546.16540497945,0.8006316059937834,0.6906583431892999,330.4272523803536,2.5,1.5,2812796.371783161,67200.9146279397
91084.47430567477,0.7653236659856664,0.6105987240471915,305.8055334758353,2.5,1.5,2812796.371783161,67200.9146279397
105263.15863995565,0.8257789122987393,0.7544104128893115,331.07055412289685,3.2390498924272393,0.5720613338595514,2812796.371783161,67200.9146279397
98053.93174867754,0.7260620366513982,0.5308457306148726,106.50616761110213,2.5,1.5,2812796.371783161,67200.9146279397
102522.54093218192,0.6217900156115761,0.3471607664367798,276.5759144249048,2.2536527224255694,1.5652741135704513,2812796.371783161,67200.9146279397
102602.23519439221,0.6421185472222305,0.38078317449064525,321.5630536420461,1.785182334352025,1.8314430576786718,2812796.371783161,67200.9146279397
95860.65173109292,0.7075089677718455,0.4956851560339432,147.24483524670123,1.45887355967899,2.114806108038648,2812796.371783161,67200.9146279397
95010.89060791413,0.7247253773363835,0.5282648746483875,130.92903764368188,2.5,1.5,2812796.371783161,67200.9146279397
88161.18234799,0.5728913152087388,0.26889331465010063,-9.331016125801483,2.5,1.5,2812796.371783161,67200.9146279397
103889.40029468776,0.7807066939370354,0.6443286556246395,116.2202819598708,2.5,1.5,2812796.371783161,67200.9146279397
85088.58181087846,0.6453793879045966,0.3862518963836345,-222.2758221149038,2.5,1.5,2812796.371783161,67200.9146279397
102771.83801587876,0.6694464705496422,0.42736450170867457,97.70524563582381,2.061800495467885,1.6982477704697432,2812796.371783161,67200.9146279397
77117.298212784,0.6448794618655486,0.38541201951032317,311.0216363973645,2.02924713867419,1.7570801937724503,2812796.371783161,67200.9146279397
95932.96961934357,0.5788746702856218,0.27831562256445236,288.2645054747727,1.6499526831746947,2.188248641462023,2812796.371783161,67200.9146279397
86053.98220576427,0.5236440810177856,0.19235077814242105,13.97078930964226,1.5409358416951398,2.1910055890965614,2812796.371783161,67200.9146279397
102756.02447747537,0.40620942081573613,0.009925866399018107,285.92647852726975,1.1651055299787754,2.261813473185937,2812796.371783161,67200.9146279397
101040.62737284828,0.4470439658972917,0.07417060060398509,197.087847663733,0.5377279870147815,3.1123867958999987,2812796.371783161,67200.9146279397
103187.22602673405,0.5100679086096936,0.1714393025376961,298.8094087279503,-0.2006405277046006,3.2151869047266923,2812796.371783161,67200.9146279397
90794.44161779636,0.687726485986582,0.4596064870393325,141.66053450647934,-0.23485813539574663,3.7058799133273057,2812796.371783161,67200.9146279397
103258.72917969424,0.55786393126158,0.2453701951694539,254.26184759863557,2.5,1.5,2812796.371783161,67200.9146279397
93368.39359513731,0.6698102254671935,0.42799691203451473,111.86184702665581,2.5,1.5,2812796.371783161,67200.9146279397
90856.53683741705,0.5782709912878273,0.27736336986654125,-54.28785278758161,2.3151562847440212,1.5559219720851545,2812796.371783161,67200.9146279397
85927.79964480226,0.7318176679661331,0.5420497734507431,137.0862117149418,2.5,1.5,2812796.371783161,67200.9146279397
93476.54724963114,0.6753275432704084,0.437633108419247,46.1056189632743,2.5,1.5,2812796.371783161,67200.9146279397
85925.19387627541,0.7398966076884064,0.5580370578842988,158.9402294612474,2.5,1.5,2812796.371783161,67200.9146279397
