best_part,omg,f,sum_veloc,c2,c1,mean_fit,best_fit
1085.1942705553215,0.4,0.0,2048.047090934052,2.5,1.5,27210.495598569774,689.8329992679902
1171.6295842135225,0.4,0.0,2194.2895667015955,1.9745474205183773,1.653365238161397,27127.582643042646,689.8329992679902
990.9294168552598,0.5335138425845695,0.20758529949336746,-1705.1079606880799,2.5,1.5,26559.9874927688,689.8329992679902
909.2034395715209,0.45859818983208095,0.09210685026704805,-175.34692554819446,2.0562677282460164,1.6243411017412939,26525.069440740226,689.8329992679902
977.551096616178,0.4852917042842622,0.1333134408748866,704.100997245334,1.4065910665126342,2.2928324593588094,26452.44982677873,689.8329992679902
689.2098686033414,0.5533101725720281,0.2382766875899403,430.59907822265734,1.1730069872342277,2.757202268369293,26215.100268934944,689.2098686033414
819.7741162621794,0.6165166921908389,0.3385593892856492,238.25485028073447,0.7026916591523455,3.2350843791032067,26215.100268934944,689.2098686033414
822.8003062190527,0.7445515098699684,0.567394753810448,854.513725253618,2.5,1.5,26215.100268934944,689.2098686033414
812.7255436580053,0.6438446362440888,0.383675194747677,-618.5112814812729,2.180462228135961,1.5674681178855432,26215.100268934944,689.2098686033414
678.2388925191987,0.670182143884609,0.4286438804527492,780.9275649105313,1.9159177131645324,1.785109016321569,26123.91953131234,678.2388925191987
816.3973549929547,0.6373455338115573,0.3728179072002117,523.3637096703268,1.7387916857951415,2.1892425404210862,26123.91953131234,678.2388925191987
734.4258517217032,0.7142268820228362,0.5082567614227601,-1627.4605142243045,2.5,1.5,26123.91953131234,678.2388925191987
939.3347494266254,0.6853724489091334,0.4553992145639708,-488.9409958611945,2.06215191941146,1.9238335011959986,26123.91953131234,678.2388925191987
1037.9431128571769,0.5406346695870936,0.21860117356597494,-1818.0910728244023,2.5,1.5,26123.91953131234,678.2388925191987
744.681227362599,0.5879326803605379,0.2926503181095481,-443.6643763387476,2.074523192805335,1.5182629990713978,26123.91953131234,678.2388925191987
865.1022856626541,0.6536331069123644,0.400197194480165,-974.2420755101091,1.5858337730592373,1.8077919538262708,26123.91953131234,678.2388925191987
965.7699356497824,0.7774655983258418,0.6370856925906839,-735.6105414073731,2.0725662001228637,1.8306946732683995,26101.91831797851,678.2388925191987
828.7739185757999,0.6540668842082551,0.4009343362909743,-1175.392420589236,2.5,1.5,25970.908088317185,678.2388925191987
811.0852640356028,0.7469980484610276,0.5723578763250194,-202.6266679686982,2.5,1.5,25857.564823874618,678.2388925191987
770.2066442432852,0.6724571610349778,0.4326094861426592,1379.7110742074885,2.0358897095026864,1.6283892622831753,25857.564823874618,678.2388925191987
754.5522531207766,0.7946917301664184,0.6765026084040361,642.4512672569848,2.5,1.5,25857.564823874618,678.2388925191987
612.8888096552093,0.6903117447176522,0.46424701701188587,1602.928447591706,2.271328176526185,1.6116281946501156,25767.46750345466,612.8888096552093
693.1425564877009,0.7787973347656727,0.6400525541588168,1106.5203333145882,2.5,1.5,25767.46750345466,612.8888096552093
639.1389263760686,0.7578740023764523,0.5948169285208789,-422.48270674092277,2.5,1.5,25767.46750345466,612.8888096552093
712.6487790249773,0.6994514883532769,0.4808278348250205,144.04429303872695,2.5,1.5,25767.46750345466,612.8888096552093
674.3828380017561,0.7967846970461868,0.6814552253842472,-513.4207648290502,2.5,1.5,25767.46750345466,612.8888096552093
725.3766900771888,0.77021041901427,0.6211403200661738,2029.2329267580728,2.5,1.5,25767.46750345466,612.8888096552093
796.7752021690517,0.7993532880967635,0.6875855421617036,-914.9277063629216,2.5,1.5,25767.46750345466,612.8888096552093
779.5523532851929,0.8163590931845613,0.7297450669516259,-638.101724241966,2.5,1.5,25767.46750345466,612.8888096552093
757.2691341494467,0.8470880162588212,0.8143873947943122,181.29396077003037,3.260591618547256,0.566056248661875,25767.46750345466,612.8888096552093
827.0852851359434,0.8774797457006642,0.9131702399318057,435.8376341011307,3.732479040195985,0.0987384973968104,25767.46750345466,612.8888096552093
