best_part,sum_veloc,mean_fit,best_fit
12932.459109575228,-518.312746752976,294672.5909832211,5964.69200597729
13555.555953184714,-389.12360672546174,289718.725344886,5964.69200597729
15169.767350154967,88.61029138458659,288463.390667932,5964.69200597729
13554.221062617782,-368.78360896320817,288348.01237133826,5964.69200597729
11574.577052617562,256.6470740344659,288348.01237133826,5964.69200597729
12707.052906361389,38.55023909799499,283843.0090764733,5964.69200597729
14262.780398165143,340.7052187147539,283654.58265063056,5964.69200597729
14300.235193963703,425.5079116153545,283555.96906995156,5964.69200597729
14572.021564808021,137.32341028711176,280550.0866434759,5964.69200597729
12710.350661812894,114.98978925450791,278650.8165028544,5964.69200597729
15368.507136471959,410.77286491590576,278601.49755654193,5964.69200597729
14558.620185946796,355.97969331885446,277402.901258166,5964.69200597729
13576.533769278984,297.33012965884495,277033.6552425575,5964.69200597729
5741.692565782344,-143.98989896243117,276384.80456298095,5741.692565782344
6075.982017884605,-57.59595958497247,276173.7282154496,5741.692565782344
5519.480756635134,119.60306630141143,272341.4277092511,5519.480756635134
5560.988589232942,47.84122652056458,271072.38940973545,5519.480756635134
5505.090406187154,-74.06223546804587,271055.8923192972,5505.090406187154
5585.499668902958,-29.624894187218366,269149.17553838535,5505.090406187154
5332.614293125273,47.98425084954179,268353.72340802645,5332.614293125273
5244.433547678974,58.64879345053403,265797.2955572656,5244.433547678974
5708.626111631767,23.45951738021361,265797.2955572656,5244.433547678974
5390.939996511561,-28.267446611876558,265660.87514868577,5244.433547678974
6378.526567447592,103.27080673863796,265660.87514868577,5244.433547678974
6552.125866442813,36.140017241386644,265660.87514868577,5244.433547678974
6332.82644042346,157.53684366073176,265660.87514868577,5244.433547678974
6159.4409874595585,113.43175150968685,265660.87514868577,5244.433547678974
5196.912693540982,203.86470504974181,264249.19683152216,5196.912693540982
4817.307782791818,57.739416886097814,263822.07106663496,4817.307782791818
5084.8672918517095,23.095766754439126,263822.07106663496,4817.307782791818
4602.14441798238,-164.38281977161577,263227.30279107636,4602.14441798238
4701.269069322256,-65.7531279086463,263227.30279107636,4602.14441798238
5343.849927115543,100.04934094347412,263227.30279107636,4602.14441798238
5027.085569885832,9.938110880271466,263227.30279107636,4602.14441798238
5359.878957090311,139.61632771909578,263227.30279107636,4602.14441798238
5650.257843639665,31.554420385639986,263227.30279107636,4602.14441798238
4630.319869475748,-29.601179845390686,263227.30279107636,4602.14441798238
