conv_rpso,best_part,f,pso_dd,spacing,sum_veloc,mean_fit,best_fit
7,117113.72741990554,0.0,0,24.478952526424553,326.9089696273283,2903698.1739092083,63139.01550691915
6,156142.8257423332,0.11214364498758743,3.1417642074255854,782.4540254782883,-99.70137398315285,2886729.089487742,63139.01550691915
7,137196.26934023452,0.22577313054669457,0.053154339971735146,579.0041693117499,-19.650156633131218,2886729.089487742,63139.01550691915
6,126981.12646306178,0.1287163989483735,4.221020693339789,440.28839578322174,423.4474937706841,2875272.03112839,63139.01550691915
5,101900.37114891472,0.23665300757997149,0.7675205360967784,188.2777202737363,304.9299565928285,2850749.026452457,63139.01550691915
6,104252.85972374195,0.1363109176208034,0.05192177277208851,177.2984966286065,-122.25795160045091,2850749.026452457,63139.01550691915
7,99397.81614519798,0.1496763742934456,25.101983706511728,278.6237734842396,-63.778044287353595,2850749.026452457,63139.01550691915
6,100530.5922148271,0.15099291803762246,0.6133784858312369,346.2421826386186,202.34821581553558,2843293.7237880644,63139.01550691915
7,96961.76920802264,0.16044220351175306,0.3870067462831627,290.2455787664349,47.81839252292504,2843293.7237880644,63139.01550691915
6,106633.94138529964,0.2344493872989835,1.5098222488641195,354.5975847101427,101.49730840245,2843293.7237880644,63139.01550691915
7,110421.9458437124,0.28706914975320075,0.3502361315110223,156.42112697758475,171.19627493438844,2843293.7237880644,63139.01550691915
6,111909.70737006578,0.21037989986937888,6.267958323211669,46.58541147978087,53.77430375763919,2843293.7237880644,63139.01550691915
6,103403.1377664265,0.09660503790811022,2.5397838093131035,437.28803338272337,132.9854161103325,2843293.7237880644,63139.01550691915
6,106372.67521712105,0.09740504452058926,0.3237608091276767,240.02901781367464,76.61400380740629,2838545.240784613,63139.01550691915
7,104667.88046338057,0.3058058685622133,1.0129410684097042,15.612319106726549,-144.08043036287262,2836286.937599231,63139.01550691915
7,99475.1633540958,0.4468630506849935,0.2812149385161078,49.0822148558003,339.80240757460086,2826829.0702409497,63139.01550691915
6,91197.55254152892,0.5750353033871357,6.134639343159625,284.0799073302796,-128.01796758340276,2826829.0702409497,63139.01550691915
7,93915.88054731426,0.6158658386384301,0.21827051894510321,173.8930477838622,-122.23226883064291,2826829.0702409497,63139.01550691915
6,95679.58107565562,0.7892013289062842,2.2956633237821356,125.50609908103573,52.85849841803372,2825355.897923133,63139.01550691915
