conv_rpso,best_part,f,pso_dd,spacing,sum_veloc,mean_fit,best_fit
8,682.75777312554,0.0,0,62.67798202185891,-6.233405444648744,16460.380941132506,468.9620588735242
8,686.1122925224782,0.0,1.0944359431038904,36.51116292198452,-19.92014047497498,16209.839113105916,468.9620588735242
8,664.9321659377138,0.0,0.31521615857261476,26.883807515220823,-9.082786818481999,16209.839113105916,468.9620588735242
8,704.3761130631764,0.16868647436711134,0.1751987353488138,34.91679443751142,-0.37291759462956,16148.122155202143,468.9620588735242
5,610.7651788311181,0.109421264975597,0.8881314103418139,45.10106261800893,-8.99967745267465,16131.980831111145,468.9620588735242
7,639.4013200221643,0.0,4.298325192447368,41.958264723701156,-4.660347103878846,16104.835711394739,468.9620588735242
6,690.6822724682272,0.0,0.7816205267620472,56.173812225529446,1.846205243665993,16057.208531496524,468.9620588735242
6,588.2112368407068,0.0,2.4222282917771762,68.13137329976401,-3.7761820756144227,16057.208531496524,468.9620588735242
6,687.6795438607451,0.0,0.5543318139951868,68.9951570377967,-9.79790078931206,16057.208531496524,468.9620588735242
9,634.5705716423255,0.0,1.3702968642117694,74.35168267164705,-4.655891974680456,16030.700020624989,468.9620588735242
6,601.3054453881235,0.0,1.4586035923037108,78.95696239988173,-10.385056926534196,16030.700020624989,468.9620588735242
8,625.6947077255862,0.0,1.246373016036892,84.62307971065323,-8.15998075207775,16030.700020624989,468.9620588735242
7,569.9745859660562,0.010910877083195936,0.39787094997417755,77.49104085424437,-9.820510192021231,16030.700020624989,468.9620588735242
8,579.2756206098456,0.0,1.9092504762213414,82.53389064560642,2.181960208251058,16030.700020624989,468.9620588735242
8,591.3147192236842,0.11481408640503268,0.11026643575800017,63.87257211091675,-18.711841241776646,16030.700020624989,468.9620588735242
9,571.052012651484,0.03287337750590834,7.385735839897078,62.78449917707644,-2.158587061203435,16030.700020624989,468.9620588735242
8,582.3276062126467,0.213217189661988,0.4631216410839682,66.8958986119272,17.416195434398848,16030.700020624989,468.9620588735242
7,561.3533005911921,0.0,1.728020365772282,69.79486879931846,2.0388226071152027,16002.399286994727,468.9620588735242
6,609.759767443958,0.0,0.7799517822111691,71.74045804194535,1.8294554953579514,15991.319377732709,468.9620588735242
9,517.556203312099,0.013571107566774328,0.8997807097827719,55.005953477303244,-12.515029984122146,15965.495249872978,468.9620588735242
10,538.1029058887096,0.0,1.1122823121396455,51.96832917355221,-0.4220602898316023,15965.495249872978,468.9620588735242
7,545.8779548891928,0.0,1.4571557537222908,42.632767632857345,3.457092162950755,15938.928100377518,468.9620588735242
8,541.8480654967624,0.028224485902221996,0.754761242325496,48.76731697914647,6.399299347748545,15920.430217326342,468.9620588735242
5,433.8948885569374,0.003087552261246082,1.219800423538425,47.73743018217299,2.987937157760175,15872.910531362937,433.8948885569374
4,487.9909325987516,0.025863633560579642,1.1368963826273062,35.83549991126944,1.1951748631040702,15872.910531362937,433.8948885569374
6,469.96204473115665,0.09769964229464166,1.7975496949890264,48.6985018227533,0.6331744982860261,15872.910531362937,433.8948885569374
5,446.52345902619004,0.11081383029854958,0.7986031698631898,48.69353101800404,-4.412881901443025,15872.910531362937,433.8948885569374
6,435.9190192795756,0.2111081513691351,0.815747323827582,48.82112731639822,3.9471092323470165,15872.910531362937,433.8948885569374
4,471.11228886173757,0.210290374339924,1.009380894451872,31.64320343230131,1.0647402409098645,15871.6890282204,433.8948885569374
