conv_rpso,best_part,f,pso_dd,spacing,sum_veloc,mean_fit,best_fit
6,14835.366230637725,0.0,0,326.05959017134205,159.9562615584818,284035.61628045456,7231.590945136768
6,16331.076351284319,0.18978968811200045,1.1147647114358896,206.98710058001996,259.7493470033891,283698.37392191525,7231.590945136768
7,15194.143459605471,0.23252831222489304,2.2711418521221987,108.60341817236632,149.6908801839934,283464.70937245636,7231.590945136768
7,14952.982058437552,0.0,0.9839641391279101,98.64179566281396,-190.0644325904459,282353.9434115901,7231.590945136768
5,16013.596807306654,0.25373746268722325,0.500787050650919,100.97830697783175,-145.4482956352,282353.9434115901,7231.590945136768
8,15117.64175549377,0.09320697009123585,1.3567126721977316,158.9731634185347,-145.81827575458504,281122.04087572877,7231.590945136768
6,12931.791927929256,0.20538114040955952,0.6631116491575663,165.6621077374507,44.699058768127074,280736.8252231898,7231.590945136768
6,12386.312790433198,0.1617591361437622,2.7759686773320427,120.30346722345581,46.8141477823859,279828.5489627394,7231.590945136768
7,12244.754646240217,0.5090420211431235,0.924616419882402,123.36324468002451,233.09907772797416,278192.95199089625,7231.590945136768
5,13272.584922894348,0.41582389928218133,0.9352388101871764,27.606576756604,329.0819999026759,278105.46937649156,7231.590945136768
6,12737.667506457268,0.2996025898877537,0.2466344429809232,93.45216806652222,138.19105165661827,276890.5990848335,7231.590945136768
5,12863.45849428902,0.4431750021643368,8.625144319579,134.04476978416633,29.223921307773026,276450.47450417926,7231.590945136768
1,7086.3913341903735,0.37031454387380225,0.5398538432426901,209.26332483303523,-108.87166040551965,275686.57581701747,7086.3913341903735
1,6640.00622304519,0.36574780161319803,0.7562876234679133,243.88921206353652,-347.5123622731587,274720.09118682076,6640.00622304519
1,6940.068818796794,0.32586175332285783,3.0517887694016075,707.6788018304754,-139.0049449092635,274720.09118682076,6640.00622304519
2,6392.510412834797,0.30798225603169516,1.0508573972155797,800.4678929430919,445.6912867336065,274026.2102654652,6392.510412834797
3,6630.363655243737,0.36871547888221035,0.7816078079489148,942.6361882975071,178.27651469344258,274026.2102654652,6392.510412834797
0,6137.250345340734,0.29815083500708955,0.7170289250101105,854.7368775738823,-38.5890807931186,273523.4543877608,6137.250345340734
0,6115.583772399506,0.2186654592838023,1.43972469014824,741.8247595463745,-15.43563231724744,273501.78781481955,6115.583772399506
2,6161.245212737929,0.2731824467749043,0.9990074454289997,756.1092937450968,-6.174252926898975,273501.78781481955,6115.583772399506
1,6030.687802592221,0.21397884019502916,0.7337090768554014,526.7186718683724,-43.98705042354166,273416.89184501226,6030.687802592221
1,6006.578648289893,0.4022629040268674,1.323857823318398,632.7871141106601,-17.59482016941666,273392.7826907099,6006.578648289893
1,6002.42487977524,0.4639987492370927,0.9105911109418362,563.833705336311,-7.037928067766668,273388.62892219523,6002.42487977524
1,6001.6003479897,0.4111839014281574,0.7471164498627423,433.4198398146748,-2.8151712271066667,273387.8043904097,6001.6003479897
2,6001.39609802363,0.5091593707537838,1.3096460795943616,458.98025752639205,-1.1260684908426664,273387.60014044365,6001.39609802363
1,6001.334174842698,0.28801918754859945,0.9797051100747998,418.0704023651895,-0.4504273963370665,273387.5382172627,6001.334174842698
1,6001.312555804379,0.38938659822578187,1.1810244457313446,668.523366730547,-0.18017095853482668,273387.5165982244,6001.312555804379
1,6001.304411479263,0.5168374263987445,0.7312635956488593,578.8864770008614,-0.07206838341393065,273159.20730579295,6001.304411479263
2,5451.589609860251,0.6126495416738754,0.6686536092447322,441.3521876839813,193.62487072571182,272446.5844736772,5451.589609860251
2,5351.407226037974,0.6937224921656352,0.8417964469420336,416.7790443210315,7.097012363333994,271796.69046548347,5351.407226037974
2,4706.933186863842,0.4558440142277138,1.0934098766931968,375.4877936188174,-15.888765967218237,271052.03404248704,4706.933186863842
2,4889.154686600966,0.7106324895551783,0.6144157596580173,206.58933116194223,-6.355506386887299,270450.86736894574,4706.933186863842
2,4685.25655922648,0.6137033068269881,1.027101191646023,210.24132963822595,60.90364066276713,270429.1907413084,4685.25655922648
2,4646.881011516016,0.48570973319006777,0.5957342771354772,53.91830167924986,-8.020261442544088,270325.8312003277,4646.881011516016
2,3797.203604966205,0.5553143735632244,3.571605564509184,553.4381502915566,-135.83270330604736,269437.77824606746,3797.203604966205
1,4061.581521639472,0.45385281831477525,0.6055008320293,410.8799112416536,-54.33308132241895,268893.1521550501,3797.203604966205
2,3661.648229026939,0.7334591211536652,1.1014584798750948,446.99645303696457,29.328938206143203,268757.5967791108,3661.648229026939
2,3661.369161217718,0.5131157102735986,1.205557831446876,536.9250969197121,11.731575282457282,268757.31771130156,3661.369161217718
2,3685.4299958498623,0.569035880169586,1.024923271859881,577.7318666250056,4.692630112982911,268757.31771130156,3661.369161217718
1,3656.6478423720087,0.5769318077185268,0.8795466267323642,555.8823588017149,-11.321576708707934,268752.59639245586,3656.6478423720087
1,3686.356141454187,0.5805048318591621,1.467335618231048,721.9566334359487,-4.528630683483172,268752.59639245586,3656.6478423720087
1,3677.569582722086,0.515561430444916,0.35056484828405,319.89210774733886,2.4889846411237597,268752.59639245586,3656.6478423720087
2,3650.8813484334923,0.5039371039913331,1.7038857426994594,411.7933455594728,7.436127140020859,268746.82989851735,3650.8813484334923
1,3662.2555030123067,0.8240341293262918,0.9699217737440649,360.0308524069659,2.9744508560083456,268746.82989851735,3650.8813484334923
1,3641.6854231494217,0.5133770409516619,1.3858530584954787,581.2252129056222,-0.5676243939608985,268737.6339732333,3641.6854231494217
1,3639.565669918253,0.49354313380111636,0.8557645415780262,555.7907423536618,-0.2270497575843591,268735.5142200021,3639.565669918253
1,3639.437231925462,0.6857380260595968,0.6098621640955938,392.78114503298184,-0.09081990303374354,268735.3857820093,3639.437231925462
1,3639.5002003290733,0.7616988627280284,2.273833879210145,711.9365919816426,-0.03632796121349751,268735.3857820093,3639.437231925462
1,3640.0280108410757,0.5760481427676918,0.6362232333187899,558.8591746908635,-0.2453282657305891,268467.5656229018,3639.437231925462
1,3637.9968178930767,0.5412060690465202,1.347267978615946,615.9128471481105,1.12625843115565,268452.99299459334,3637.9968178930767
1,3637.301442475132,0.7133965866954287,0.7349872451487061,467.0170267347803,0.4505033724622601,268452.2976191754,3637.301442475132
1,3637.0416314308645,0.43511532870210196,0.9151823427370941,513.1746895409648,0.18020134898490398,268309.4932473188,3637.0416314308645
1,3636.9406498608623,0.6518730118400353,1.1413738550242927,549.4628821687653,0.0720805395939616,268309.39226574876,3636.9406498608623
2,3636.9007292842384,0.644784408764343,0.9348733491531105,439.25910414381656,0.028832215837584642,268309.35234517214,3636.9007292842384
2,3636.8848366726957,0.5963313747163684,0.8902291931833592,451.80344276210434,0.011532886335033857,268309.3364525606,3636.8848366726957
1,3625.646964762111,0.6704567955329909,1.638826244568552,587.2597525792357,-98.13490561590696,268256.2190860806,3625.646964762111
0,3696.1008052390353,0.7629584783372004,0.913644221209708,792.562168221284,-39.25396224636278,268256.2190860806,3625.646964762111
