conv_rpso,best_part,f,pso_dd,spacing,sum_veloc,mean_fit,best_fit
7,1276.562951054662,0.0,0,1242.2883444494294,-708.2577563377729,26323.420888981076,582.7445186025824
5,1280.5251225055742,0.05749754281870299,0.00423384483072117,111.18257852830298,-392.6362405618755,26101.879568101347,582.7445186025824
7,1381.6562078006511,0.0,71.94428012686338,236.91907597810086,-52.82735879575333,25878.722114659853,582.7445186025824
6,1163.4207204314353,0.0,0.3114432723783873,818.4343613602741,676.9075991975074,25732.487494521767,582.7445186025824
5,1054.8245950861553,0.0,9.07774531288025,501.1487457810546,-243.53476480096055,25061.497837216004,582.7445186025824
5,1108.400971135737,0.03865314086295152,0.6656714376889139,692.9160484229694,204.97602110108468,24944.449007051833,582.7445186025824
4,1083.6102726078632,0.18645495418411306,0.7059990273962268,896.4356109652871,-1131.1342874897832,24812.613824559663,582.7445186025824
5,980.45767118118,0.0575277017603407,1.1082429904336328,962.5849550775164,-317.1904222748574,24668.868009001355,582.7445186025824
6,985.3110220221673,0.1436111220717349,1.2728762382578929,1432.3579820374882,-1712.7705363111354,24370.337775875643,582.7445186025824
6,1064.904615953356,0.2837610925755508,0.0008920729820756812,39.65809304840466,196.25642408799365,24324.155217550942,582.7445186025824
1,580.0189879138836,0.16884139134385448,686.8156511153923,213.64665704919418,-1923.7168314612732,24204.3008885005,580.0189879138836
1,578.0214477816185,0.19812225229755953,1.1746941355921614,822.8997460136659,-769.4867325845094,24197.08940644073,578.0214477816185
1,599.6956994483609,0.23016816748096589,1.9747950194314385,799.7682295273636,-307.79469303380375,24197.08940644073,578.0214477816185
1,562.3225163515762,0.2412778492762378,1.0860024988919634,2293.9112619248763,437.09408948892735,23860.17779388411,562.3225163515762
1,557.3576048151838,0.21781947460361126,0.20483387683427243,2450.2661624072643,174.83763579557095,23855.212882347718,557.3576048151838
1,556.9691380677539,0.22279165542128448,1.013150478575604,1292.9444777421609,69.93505431822837,23813.375595125224,556.9691380677539
2,557.0693510273038,0.17366352343351374,3.165192864988784,2878.569119577567,27.97402172729135,23813.375595125224,556.9691380677539
1,554.9559030776614,0.07352486689707964,0.6455485771958538,1446.6855975859116,-39.19479200937752,23811.362360135132,554.9559030776614
2,554.2189000413233,0.0804747062323979,2.1836083461290423,293.46066783864956,-15.677916803751016,23810.625357098794,554.2189000413233
1,553.9414390093755,0.29000153906378195,0.38595330864180205,1185.6062682789268,-6.271166721500407,23810.347896066847,553.9414390093755
1,553.8332290257265,0.39897214824741245,0.25033185299649047,1365.5851871182447,-2.508466688600162,23810.239686083198,553.8332290257265
2,553.7903889411889,0.6392382718258677,1.5919909612333778,938.6647370062334,-1.003386675440065,23753.799949386917,553.7903889411889
2,553.7733239327954,0.38846556616616446,2.7527539774522447,1658.949656126119,-0.4013546701760261,23753.782884378525,553.7733239327954
1,553.7665092935039,0.27159156499029613,0.8387385231660638,2998.1828460782626,-0.16054186807041043,23730.006522374024,553.7665092935039
