best_part,sum_veloc,mean_fit,best_fit
12570.892859169207,-1520.3317107323405,376989.9667438806,12558.217370156786
12572.751673965291,1317.1969604030808,376982.8913182835,12558.217370156786
12574.954301569987,1488.7809626473736,376981.0222942152,12558.217370156786
12575.229589799856,308.3454504419333,376963.72510271845,12558.217370156786
12571.722944117033,-678.2440633502029,376963.72510271845,12558.217370156786
12571.418673520013,-270.60773887598504,376963.5934773362,12558.217370156786
12571.769193088661,-821.6209252780045,376949.15291355335,12558.217370156786
12573.983220993738,-12.792749311427372,376945.69392782985,12558.217370156786
12566.10892471645,824.5810863221545,376940.3791704007,12558.217370156786
12568.090973886941,-1438.7935453206128,376936.1515268438,12558.217370156786
12562.417265092325,-436.1860713172683,376935.6710260724,12558.217370156786
12567.75687128025,-435.9448274751762,376933.1601248141,12558.217370156786
12566.590791655435,-135.96512448227605,376930.6761236201,12558.217370156786
12565.025130538485,338.3875435257775,376928.531764292,12558.217370156786
12566.18094472861,-1062.9430547753882,376926.1114404679,12558.217370156786
12568.972975814022,392.6980829920851,376925.04942900466,12558.217370156786
12566.19211338887,-147.54067298391882,376922.33818659117,12558.217370156786
12566.948112042668,498.27471121396525,376922.33818659117,12558.217370156786
12566.265408988322,-537.1876224969928,376919.92854654056,12558.217370156786
12566.219476485483,892.2925699273459,376916.4405387811,12558.217370156786
12564.690144903263,-702.7335247257317,376916.4405387811,12558.217370156786
12563.984607532546,546.9527838939191,376916.4405387811,12558.217370156786
12564.750905610314,1046.941675133706,376916.4405387811,12558.217370156786
12562.64358772659,1084.2189887613931,376914.9455330743,12558.217370156786
12562.114768565854,622.283506529678,376914.9455330743,12558.217370156786
12563.153438530591,-496.1149988695947,376914.9455330743,12558.217370156786
12564.649822801095,467.9550095161691,376913.41555550636,12558.217370156786
12562.833786886596,538.7300024668097,376910.9128040635,12558.217370156786
12562.39907110502,485.89836082720825,376910.9128040635,12558.217370156786
12561.83370278055,1033.306020289933,376909.99081690033,12558.217370156786
12562.8639937988,499.15758956679156,376909.99081690033,12558.217370156786
12562.626582011897,513.7432421470617,376906.73638324457,12558.217370156786
12562.731157492914,483.84949277053124,376906.73638324457,12558.217370156786
12562.099090174828,-1096.1026826893044,376903.16444556636,12558.217370156786
12562.659733946282,-411.50292027142353,376903.16444556636,12558.217370156786
