maximum_spread,best_part,f,spacing,sum_veloc,mean_fit,best_fit
358.7961597680579,21.49241666747479,0.0,22.910103508799487,-104.72610400151427,635.7821203411232,20.661647532863515
358.95545528658573,21.380650219118163,0.0,48.82996074691812,-144.83645396790467,634.9069537568599,20.661647532863515
358.95545528658573,21.030677734574446,0.1281187255320418,10.495322309416746,-52.5121813842316,634.7577444179113,20.661647532863515
357.75358143641137,21.37772254521701,0.0,61.34989336963249,2.5529501028051147,633.648582364169,20.661647532863515
358.95545528658573,21.327295676945017,0.04403648459537718,45.20534226770087,-118.33088395369045,633.5064833354495,20.661647532863515
357.45465324535894,21.34769493375764,0.0,60.825502450078275,-53.255656839834764,633.0281397706568,20.661647532863515
358.95545528658573,21.268775103754958,0.03928985182595409,21.458011660898812,-61.700550951811145,632.6936202995464,20.661647532863515
358.95545528658573,21.40318714774518,0.17278144251010935,0.9004407969876257,-143.53020249661364,632.3997921144299,20.661647532863515
358.95545528658573,21.120217778137015,0.3632294585375273,8.052059617384035,-143.38135368139112,632.2585944184784,20.661647532863515
358.95545528658573,21.317303735456793,0.45208104875115207,62.974664545640756,-17.61334287091551,632.188968724723,20.661647532863515
358.87895855943265,21.216503518471036,0.3923352279089431,75.07198408586953,-63.45485670118348,632.1297825359599,20.661647532863515
358.1941254932695,21.09658686561241,0.18160467981232664,34.3060191751282,59.31859032408106,631.9909603858022,20.661647532863515
356.92613497174887,21.40253414115999,0.27191807314988514,32.55880443653337,-15.799186286301648,631.8240905801825,20.661647532863515
358.046190518421,20.440617272019686,0.3910931527896174,48.33175059871222,21.429823566804426,630.6619877580127,20.440617272019686
357.9054791549216,20.533816574905366,0.2660243908986133,33.0324684161035,8.571929426721772,630.6619877580127,20.440617272019686
358.90430016808557,20.768848028528048,0.29631799316069557,58.408065016557124,-62.998566723286686,630.5718574190571,20.440617272019686
356.07149655320615,20.637157905798336,0.27800407451357734,32.07877665472141,25.025842281943717,630.2986129418304,20.440617272019686
357.1486030518954,20.59118242597467,0.229607420646098,24.90174799327864,39.69784118413753,630.2857606469496,20.440617272019686
357.2286641586955,20.59968153090009,0.32783550502897496,66.10856622227665,-20.150190016017476,630.2857606469496,20.440617272019686
357.06140758950215,20.594472950631605,0.31683702374122996,93.09434138573454,-8.373255796003347,630.2279080877258,20.440617272019686
358.89859402391374,20.63292688283204,0.42859109899493664,75.1844194683163,-41.81106394264177,629.9311305588701,20.440617272019686
358.89919154555116,20.68243443466105,0.3576372716776193,71.90762062993478,-40.061672086948796,629.9311305588701,20.440617272019686
357.44492735668285,20.717456018408257,0.2725659654964332,110.90791486472395,-34.675039910837505,629.9311305588701,20.440617272019686
356.73448032027346,20.43709497211703,0.20455289239346233,204.1132487236118,38.719480674953495,629.9276082589674,20.43709497211703
358.0484267530936,20.627359639979847,0.28997243220692104,116.53991812218642,15.487792269981398,629.9276082589674,20.43709497211703
358.0413379259785,20.447960236723684,0.3608611638873433,136.7083695733365,-12.533759436378062,629.812772990427,20.43709497211703
357.6974019655024,20.49519973850591,0.4513872242942953,148.66417995324625,-7.627318265806648,629.7316810101444,20.43709497211703
358.04344983927217,20.399970596865458,0.4105945750532704,140.8867996473674,5.673562780407952,629.6945566348928,20.399970596865458
356.5964109608972,20.35086210805139,0.4006412648578798,287.8177915944266,2.2694251121631805,629.6454481460787,20.35086210805139
356.43803168330174,20.386090709401778,0.5493110579651096,300.52707239133827,0.907770044865273,629.6454481460787,20.35086210805139
354.88087555642284,20.344184648334693,0.5754338644643235,259.8955583989501,-1.3137813313157614,629.6161762626414,20.344184648334693
356.3172440769004,20.389175414977114,0.506913349576248,286.81924801835436,-0.5255125325263045,629.6161762626414,20.344184648334693
355.9181108755347,20.42878694733621,0.4863531832340921,350.9644374586156,1.091641836324622,629.4653848225543,20.344184648334693
355.43307218138443,20.35523615888796,0.44358487890469306,260.42580769205784,-0.7632695083230815,629.0278109319307,20.344184648334693
355.9847688213317,20.327249365023686,0.46171532646468666,323.7771944573451,0.22238832064648933,629.0108236884528,20.327249365023686
355.6845971741895,20.334526374050487,0.594876578547179,348.30010885526,0.08895532825859571,628.9254657131322,20.327249365023686
356.0312150621713,20.327699699738957,0.574568379869647,341.38576543926285,-0.07839761204996593,628.4011397267099,20.327249365023686
357.18788763888045,20.304124613816224,0.6382267727985471,322.34125992420866,0.08932583638571844,628.3780149755024,20.304124613816224
355.008330933859,20.306573337233157,0.5399379874292967,260.9548181640875,0.03573033455428737,628.2315019772852,20.304124613816224
