maximum_spread,best_part,f,spacing,sum_veloc,mean_fit,best_fit
1090.3661340876224,11152.275066349013,0.0,50.120492075023506,-117.9162199654722,298134.56258484966,5918.222497926813
1095.4451150103323,14060.207348680311,0.0,502.94125467955575,230.14898533984194,295692.6205801291,5918.222497926813
1095.4451150103323,14372.455790023483,0.0,291.42635257471017,22.460616532032404,293453.2395681788,5918.222497926813
1095.4451150103323,10199.975939600436,0.04452408253347774,74.5116360965237,193.18836746557656,292284.52506465156,5918.222497926813
1093.341006904922,12722.111613214689,0.1215627885241733,513.4258026795469,172.79497407941534,288757.5495809054,5918.222497926813
1095.4451150103323,11728.529599076683,0.15313474703426136,438.4198102255317,-86.99516140266438,288070.22891204397,5918.222497926813
1095.4451150103323,12634.144574123777,0.0019243777709204962,609.293762595197,55.750754529070356,285868.27438865765,5918.222497926813
1095.4451150103323,5719.936000404085,0.0,283.41887939147006,-130.5413392269152,284086.3734218772,5719.936000404085
1095.4451150103323,4977.73622759146,0.00571367131018202,273.3140093535475,-276.8047859858411,280050.599814606,4977.73622759146
1087.3658520406925,6339.107791478613,0.11416741380961792,594.4089908805514,-110.72191439433645,276951.7518872403,4977.73622759146
1095.4451150103323,5094.303648511141,0.302678162472909,789.431214113991,178.92129385198325,276951.7518872403,4977.73622759146
1095.4451150103323,5184.869364991797,0.26368720013854036,426.04605947737474,2.9601858962563123,274925.7795790583,4977.73622759146
1095.4451150103323,5367.838278602105,0.27049370532947103,702.6074458583596,-91.92087968689171,274925.7795790583,4977.73622759146
1093.7747482091836,5369.440463389141,0.3593575310421524,339.2012763853487,25.027098064361844,274925.7795790583,4977.73622759146
1090.7644552507145,4700.3660636544655,0.4166216088689879,242.53176001801725,-26.280211991121266,274648.4094151213,4700.3660636544655
1085.2506760170038,4748.491660094867,0.2713837290873631,247.19030647814574,-10.512084796448512,274648.4094151213,4700.3660636544655
1095.4451150103323,4758.414659440688,0.36119395492395084,65.19550769837231,42.788813070296285,274648.4094151213,4700.3660636544655
1090.4444528266754,5108.956827132028,0.27860971305133125,272.20274468643015,-69.16188544063783,274648.4094151213,4700.3660636544655
1088.2129763409805,5032.680419050844,0.22073690834401413,88.94410319459327,31.319206061707288,274648.4094151213,4700.3660636544655
1094.868420390199,4420.551345061133,0.16524653671023834,192.79177812071384,34.63189431100669,274368.594696528,4420.551345061133
1092.085009120039,4479.600678051448,0.306646347488661,212.89506147621984,13.85275772440268,274368.594696528,4420.551345061133
